INDEX,TRIP_ID,CALL_TYPE,TIMESTAMP,POLYLINE
46275,1393124420620000406,C,1393124420,"[[-8.591355,41.162778],[-8.591202,41.162301],[-8.592156,41.161131],[-8.594001,41.160618],[-8.596782,41.160951],[-8.599752,41.161293],[-8.600175,41.161275],[-8.600481,41.160834],[-8.600895,41.159691],[-8.600931,41.159529],[-8.601633,41.158125],[-8.602308,41.15628],[-8.602623,41.155317],[-8.602884,41.154849],[-8.602929,41.154813],[-8.602956,41.154777],[-8.602974,41.154741],[-8.602974,41.15475],[-8.603613,41.154642],[-8.604567,41.154795],[-8.604585,41.154768],[-8.604657,41.15457],[-8.604936,41.15376],[-8.606952,41.153661],[-8.609049,41.153625],[-8.609823,41.153643],[-8.60994,41.153562],[-8.60994,41.153463],[-8.609976,41.153499],[-8.609958,41.152995],[-8.609949,41.152176],[-8.610507,41.151141],[-8.610993,41.149755],[-8.611083,41.148252],[-8.611479,41.147964],[-8.612109,41.148117],[-8.612352,41.148189],[-8.612343,41.148198],[-8.612379,41.148189]]"
46295,1387689489620000325,C,1387689489,"[[-8.610975,41.149251],[-8.610768,41.149206],[-8.609598,41.151033],[-8.61003,41.152581],[-8.609184,41.153418],[-8.606862,41.153454],[-8.605197,41.153463],[-8.604666,41.154543],[-8.604774,41.155713],[-8.604477,41.158773],[-8.604225,41.160267]]"
46312,1401586583620000345,B,1401586583,"[[-8.611083,41.149503],[-8.610759,41.149269],[-8.610759,41.14926],[-8.61048,41.14926],[-8.610048,41.150781],[-8.609976,41.152041],[-8.609985,41.153301],[-8.609958,41.15349],[-8.609292,41.155002],[-8.609121,41.15682],[-8.608941,41.157738],[-8.608356,41.159187],[-8.6076,41.16078],[-8.606277,41.164425],[-8.60643,41.166369],[-8.606421,41.168439],[-8.605584,41.170113],[-8.604972,41.17086],[-8.604981,41.170842],[-8.604783,41.171094],[-8.605053,41.172885],[-8.608086,41.173515],[-8.612091,41.174532],[-8.617185,41.174037],[-8.621478,41.173812],[-8.622387,41.176296],[-8.62227,41.179797],[-8.622576,41.183154],[-8.624745,41.186475],[-8.626626,41.189292],[-8.628147,41.192325],[-8.62821,41.195412],[-8.6274,41.198562],[-8.627355,41.20254],[-8.627256,41.206689],[-8.627157,41.210424],[-8.627031,41.214267],[-8.626923,41.218227],[-8.626743,41.221638],[-8.626275,41.224545],[-8.625591,41.226696],[-8.623215,41.226066],[-8.621019,41.225463],[-8.61867,41.226498],[-8.617671,41.226444],[-8.617293,41.226201],[-8.617293,41.226201],[-8.617302,41.226192],[-8.615952,41.225355],[-8.615205,41.223384],[-8.614341,41.221179],[-8.614026,41.218479],[-8.614233,41.215626],[-8.613612,41.213124],[-8.613126,41.210982],[-8.613567,41.208498],[-8.614296,41.206608]]"
46362,1396358058620000116,B,1396358058,"[[-8.612217,41.172777],[-8.612406,41.172723],[-8.612451,41.172723],[-8.612685,41.172732],[-8.613234,41.174136],[-8.613747,41.175459],[-8.613873,41.176395],[-8.612793,41.176611],[-8.61066,41.17698],[-8.609202,41.177259],[-8.609193,41.17779],[-8.609229,41.17815],[-8.609247,41.178933],[-8.609265,41.179347],[-8.609355,41.181228],[-8.609454,41.182956],[-8.609445,41.183775],[-8.609481,41.184306],[-8.60949,41.184315],[-8.609463,41.184306],[-8.609454,41.184297],[-8.608194,41.184657],[-8.604684,41.184],[-8.603928,41.183847],[-8.603919,41.183811],[-8.60391,41.183784],[-8.603919,41.183793],[-8.602605,41.183451],[-8.601237,41.183109],[-8.600553,41.182911],[-8.600571,41.182911],[-8.600571,41.182911]]"
46380,1397544008620000484,B,1397544008,"[[-8.665371,41.170626],[-8.665407,41.170887],[-8.664021,41.171247],[-8.662158,41.169798],[-8.661195,41.167701],[-8.660916,41.166405],[-8.660745,41.166306],[-8.660052,41.166261],[-8.658189,41.165505],[-8.656614,41.164749],[-8.656119,41.163804],[-8.656749,41.162931],[-8.656848,41.162841],[-8.656893,41.162805],[-8.656929,41.162769],[-8.656542,41.162454],[-8.653752,41.162166],[-8.650359,41.161446],[-8.646741,41.160789],[-8.643474,41.160276],[-8.642376,41.159943],[-8.641134,41.159862],[-8.640819,41.159286],[-8.641413,41.157171],[-8.642169,41.154885],[-8.642358,41.154318],[-8.642187,41.154003],[-8.639739,41.153373],[-8.636373,41.152527],[-8.632953,41.152653],[-8.63109,41.15241],[-8.629119,41.152455],[-8.626932,41.152455],[-8.62623,41.152311],[-8.625951,41.151051],[-8.625708,41.149314],[-8.624457,41.14845],[-8.623269,41.148063],[-8.621514,41.147685],[-8.620407,41.146956],[-8.620272,41.146731],[-8.620182,41.146308],[-8.618697,41.146272],[-8.617806,41.146866],[-8.617914,41.147397],[-8.617959,41.147487],[-8.617968,41.147559]]"
46415,1379667399620000180,B,1379667399,"[[-8.61327,41.154408],[-8.613288,41.1543],[-8.612613,41.153796],[-8.612118,41.15493],[-8.613891,41.155299],[-8.617599,41.15619],[-8.617779,41.156145],[-8.617815,41.156082],[-8.618193,41.156073],[-8.621586,41.156937],[-8.623251,41.157099],[-8.625006,41.157216],[-8.627094,41.157693],[-8.627661,41.157864],[-8.627652,41.157855],[-8.62767,41.157837],[-8.627904,41.157756],[-8.627886,41.157846],[-8.62794,41.15799],[-8.629155,41.158764],[-8.629128,41.158737],[-8.629569,41.1588],[-8.629875,41.158503],[-8.630154,41.158071],[-8.630082,41.157495],[-8.629839,41.157207],[-8.629704,41.157099],[-8.629479,41.15664],[-8.629803,41.155794],[-8.630676,41.154903],[-8.631549,41.154174],[-8.632422,41.153031],[-8.632449,41.152923],[-8.632548,41.15286],[-8.633754,41.152545],[-8.635077,41.152428],[-8.635482,41.152419],[-8.635959,41.152518],[-8.636418,41.152707]]"
46591,1387906649620000529,A,1387906649,"[[-8.64801,41.170122],[-8.648019,41.17014],[-8.64801,41.170113],[-8.647974,41.17014],[-8.648091,41.170311],[-8.648334,41.17041],[-8.649828,41.169438],[-8.65044,41.168997],[-8.64918,41.168682],[-8.649108,41.168151],[-8.649765,41.16762],[-8.649648,41.167062],[-8.649774,41.166684],[-8.64981,41.166684],[-8.6499,41.166459],[-8.65017,41.165442],[-8.650467,41.164308],[-8.650863,41.16294],[-8.65116,41.161896],[-8.651178,41.161833],[-8.651178,41.161851],[-8.651187,41.16186],[-8.651187,41.161869],[-8.651187,41.161869],[-8.651178,41.16186],[-8.651079,41.161563],[-8.650386,41.160735],[-8.649648,41.158863],[-8.649207,41.157558],[-8.650476,41.157495],[-8.65098,41.158044],[-8.651961,41.15772],[-8.652717,41.157207],[-8.652573,41.156289],[-8.654022,41.155677],[-8.655894,41.155308],[-8.65557,41.154201],[-8.655147,41.154741],[-8.655147,41.154759],[-8.655147,41.154759]]"
46617,1399784122620000010,C,1399784122,"[[-8.680788,41.172057],[-8.679492,41.171544],[-8.676189,41.171823],[-8.673669,41.173245],[-8.671185,41.174982],[-8.668998,41.176458],[-8.667315,41.178258],[-8.664237,41.179041],[-8.663184,41.17815],[-8.662059,41.176908],[-8.658927,41.177178],[-8.655984,41.177763],[-8.653896,41.178438],[-8.651862,41.179347],[-8.649603,41.180616],[-8.649279,41.180832],[-8.649261,41.180841],[-8.648307,41.18139],[-8.645319,41.183037],[-8.641854,41.184252],[-8.638695,41.182515],[-8.635518,41.180733],[-8.632521,41.179122],[-8.629848,41.179383],[-8.62983,41.179374],[-8.629839,41.179383],[-8.628822,41.179491],[-8.625213,41.179887],[-8.621289,41.180724],[-8.617761,41.182506],[-8.6139,41.183127],[-8.610192,41.184234],[-8.605953,41.184369],[-8.602848,41.183523],[-8.600607,41.18292],[-8.599869,41.182677]]"
46635,1397677639620000288,B,1397677639,"[[-8.585739,41.148756],[-8.585793,41.148756],[-8.585856,41.149044],[-8.58663,41.149053],[-8.58843,41.149485],[-8.590725,41.150115],[-8.592912,41.150763],[-8.593875,41.150934],[-8.598123,41.148603],[-8.59986,41.148477],[-8.602353,41.146992],[-8.605053,41.145885],[-8.604846,41.144031],[-8.603415,41.143455],[-8.602137,41.14251],[-8.601678,41.140611],[-8.60121,41.138379],[-8.60121,41.137524],[-8.602146,41.137506],[-8.60364,41.137596],[-8.604576,41.137857],[-8.606826,41.136894],[-8.607861,41.136462],[-8.608257,41.136102],[-8.607645,41.135868],[-8.606385,41.135778],[-8.606286,41.135769],[-8.606286,41.135796],[-8.606286,41.135715],[-8.606241,41.135652],[-8.606205,41.135643]]"
46638,1386251096620000560,A,1386251096,"[[-8.596116,41.141871],[-8.596044,41.141727],[-8.59626,41.142222],[-8.596611,41.142996],[-8.597511,41.143698],[-8.597916,41.14458],[-8.597997,41.145219],[-8.59815,41.145408],[-8.598213,41.145543],[-8.598339,41.14629],[-8.598699,41.147064],[-8.599014,41.14755],[-8.59878,41.148144],[-8.59878,41.148162],[-8.598789,41.148171],[-8.598402,41.148342],[-8.598654,41.148918],[-8.598357,41.149881],[-8.597988,41.150637],[-8.597187,41.151951],[-8.596872,41.152392],[-8.596323,41.153319],[-8.595648,41.154552],[-8.594802,41.155119],[-8.593875,41.154633],[-8.593713,41.154633],[-8.593722,41.154633]]"
46649,1395938290620000454,C,1395938290,"[[-8.659791,41.160069],[-8.659134,41.160402],[-8.657352,41.161257],[-8.656407,41.161734],[-8.656407,41.161743],[-8.656425,41.161743],[-8.656416,41.161734],[-8.656317,41.161779],[-8.655849,41.162067],[-8.655606,41.162175],[-8.655597,41.162184],[-8.655606,41.162184],[-8.655624,41.162193],[-8.655615,41.162184],[-8.655588,41.162202],[-8.655939,41.162688],[-8.655975,41.163588],[-8.65593,41.164002],[-8.656146,41.164353],[-8.656668,41.164956],[-8.657784,41.165325],[-8.658279,41.16555],[-8.659638,41.166171],[-8.660151,41.166891],[-8.658801,41.168601],[-8.657334,41.170338],[-8.657784,41.170878],[-8.660187,41.172246],[-8.660574,41.174559],[-8.661753,41.176494],[-8.660556,41.176971],[-8.657145,41.177493],[-8.656083,41.177781],[-8.65476,41.178195],[-8.652843,41.178888],[-8.652726,41.180634],[-8.653095,41.181903],[-8.654274,41.181795],[-8.654256,41.18094]]"
46668,1374598241620000138,B,1374598241,"[[-8.619912,41.148036],[-8.62002,41.147928],[-8.620371,41.147514],[-8.621406,41.147514],[-8.62191,41.147649],[-8.621901,41.147649],[-8.62218,41.147658],[-8.622234,41.147694],[-8.622387,41.147739],[-8.623458,41.148009],[-8.624268,41.148234],[-8.625168,41.148504],[-8.625447,41.148585],[-8.626572,41.148765],[-8.627319,41.14944],[-8.627859,41.150376],[-8.62839,41.151006],[-8.628768,41.15115],[-8.628795,41.151231],[-8.628795,41.151339],[-8.628822,41.151339],[-8.62884,41.15133],[-8.629065,41.151393],[-8.629623,41.150745],[-8.630829,41.149278],[-8.632071,41.147802],[-8.632539,41.147262],[-8.632899,41.146875],[-8.631801,41.146326],[-8.63145,41.146218],[-8.630577,41.146398]]"
46748,1394698203620000007,C,1394698203,"[[-8.578638,41.158575],[-8.577918,41.159637],[-8.5761,41.160222],[-8.574075,41.160744],[-8.572842,41.161464],[-8.571357,41.161527],[-8.570376,41.160465],[-8.571384,41.15943],[-8.571618,41.15943],[-8.572095,41.158404],[-8.571753,41.156127],[-8.569188,41.155578],[-8.566812,41.154696],[-8.563977,41.155038],[-8.562276,41.154768],[-8.561538,41.15601],[-8.561988,41.157369],[-8.560602,41.157171],[-8.557947,41.155785],[-8.55378,41.154912],[-8.550009,41.153274],[-8.548128,41.149692],[-8.547282,41.145705],[-8.545194,41.142249],[-8.540856,41.140089],[-8.53857,41.136687],[-8.535276,41.133726],[-8.530866,41.131548],[-8.525844,41.131044],[-8.521587,41.131404],[-8.518761,41.1327],[-8.518365,41.133951],[-8.519508,41.13585],[-8.518149,41.136147],[-8.516754,41.134923],[-8.515719,41.132556],[-8.515386,41.130378],[-8.51499,41.12856],[-8.514846,41.127021],[-8.514126,41.124771],[-8.513199,41.122809],[-8.512335,41.121027],[-8.511597,41.119515],[-8.511075,41.117913],[-8.510859,41.116455],[-8.510661,41.114673],[-8.510787,41.114385],[-8.51139,41.114565]]"
46752,1402596012620000108,B,1402596012,"[[-8.61084,41.145624],[-8.610822,41.145606],[-8.610885,41.14566],[-8.610408,41.145993],[-8.609283,41.146362],[-8.608851,41.146425],[-8.608338,41.147406],[-8.607897,41.148045],[-8.607402,41.149512],[-8.607258,41.149737],[-8.607267,41.149827],[-8.607132,41.150115],[-8.606907,41.150493],[-8.606808,41.150673],[-8.606826,41.150862],[-8.606493,41.151249],[-8.605692,41.151969],[-8.605152,41.152392],[-8.604837,41.153319],[-8.604684,41.153904],[-8.60463,41.154309],[-8.60481,41.154696],[-8.604477,41.155011],[-8.60454,41.157945]]"
46760,1393245376620000681,B,1393245376,"[[-8.613243,41.154336],[-8.613288,41.154309],[-8.613297,41.154318],[-8.61327,41.1543],[-8.612712,41.153751],[-8.612019,41.154525],[-8.613252,41.155236],[-8.615259,41.15565],[-8.617437,41.156001],[-8.618985,41.156253],[-8.619147,41.156253],[-8.619174,41.156235],[-8.619183,41.156217],[-8.6193,41.156244],[-8.621037,41.156523],[-8.621424,41.155902],[-8.621028,41.154498],[-8.621001,41.153031],[-8.621271,41.151744],[-8.622252,41.151123],[-8.623134,41.150538],[-8.622954,41.149422],[-8.622882,41.1489],[-8.622837,41.148378],[-8.623341,41.147964],[-8.62533,41.148684],[-8.625564,41.149296],[-8.625726,41.149917],[-8.625717,41.149962],[-8.625807,41.150295],[-8.62587,41.151582],[-8.626041,41.15214],[-8.626275,41.152653],[-8.627139,41.152239],[-8.627067,41.152149],[-8.626986,41.152104],[-8.626959,41.152086]]"
46803,1391192142620000465,B,1391192142,"[[-8.649477,41.154273],[-8.649657,41.154237],[-8.650215,41.15412],[-8.650161,41.154066],[-8.650305,41.153904],[-8.650296,41.153805],[-8.64882,41.154021],[-8.648595,41.154093],[-8.647038,41.154147],[-8.644212,41.154363],[-8.641989,41.154021],[-8.63955,41.153364],[-8.637048,41.152743],[-8.634942,41.152401],[-8.63316,41.15259],[-8.63289,41.152644],[-8.632908,41.152635],[-8.632746,41.152662],[-8.632242,41.152662],[-8.631099,41.152572],[-8.628957,41.152419],[-8.627427,41.152437],[-8.62677,41.152446],[-8.626707,41.152437],[-8.626212,41.152464],[-8.625852,41.151294],[-8.625825,41.150232],[-8.625762,41.14989],[-8.625717,41.149404],[-8.62569,41.149071],[-8.625681,41.149044],[-8.625447,41.148675],[-8.623647,41.147937],[-8.622972,41.147838],[-8.62155,41.147523],[-8.620353,41.146947],[-8.619858,41.146101],[-8.618724,41.146236],[-8.617734,41.14629]]"
46807,1390411750620000446,B,1390411750,"[[-8.609445,41.160357],[-8.609472,41.160321],[-8.609841,41.160348],[-8.609724,41.160321],[-8.609697,41.16033],[-8.609823,41.160411],[-8.610354,41.160501],[-8.611506,41.160735],[-8.611533,41.161041],[-8.611533,41.16105],[-8.611389,41.161959],[-8.611245,41.162436],[-8.611245,41.162436],[-8.611569,41.162796],[-8.613324,41.163003],[-8.614278,41.163165],[-8.615628,41.1633],[-8.616726,41.163426],[-8.618886,41.163687],[-8.62074,41.163831],[-8.620884,41.162958],[-8.620866,41.162976],[-8.620857,41.162922],[-8.620848,41.162175],[-8.620893,41.162112],[-8.620947,41.161833]]"
46864,1379843288620000508,A,1379843288,"[[-8.604135,41.180346],[-8.604603,41.180463],[-8.604306,41.180319],[-8.603586,41.180337],[-8.603226,41.180337],[-8.603793,41.179932],[-8.604846,41.180265],[-8.605143,41.180283],[-8.605899,41.17905],[-8.607708,41.177412],[-8.608149,41.176422],[-8.60841,41.175405],[-8.606853,41.174964],[-8.605908,41.173785],[-8.605323,41.172498],[-8.60481,41.171202],[-8.602767,41.171283],[-8.599617,41.171121],[-8.595864,41.17176],[-8.592687,41.170383],[-8.586603,41.166792],[-8.583066,41.165883],[-8.581428,41.163336],[-8.581752,41.160699],[-8.583003,41.157702],[-8.583021,41.154921],[-8.582238,41.152869],[-8.582445,41.152077],[-8.582229,41.151582],[-8.582139,41.15151],[-8.582121,41.151501],[-8.582157,41.151411],[-8.583336,41.150898],[-8.583858,41.149809],[-8.584326,41.148261],[-8.584974,41.146965],[-8.586054,41.147046],[-8.586936,41.147514],[-8.586126,41.148117],[-8.58555,41.148747],[-8.58555,41.148792],[-8.585568,41.14881],[-8.585595,41.148819],[-8.585622,41.148819]]"
46927,1403376459620000456,C,1403376459,"[[-8.614521,41.141484],[-8.614548,41.141475],[-8.614467,41.142123],[-8.613873,41.142996],[-8.612496,41.143986],[-8.612055,41.14431],[-8.611695,41.14458],[-8.611731,41.144652],[-8.611623,41.144742],[-8.611272,41.144877],[-8.611002,41.145048],[-8.610633,41.144373],[-8.610507,41.143833],[-8.610336,41.14332],[-8.608878,41.143203],[-8.60715,41.142429],[-8.605242,41.143266],[-8.605116,41.14359],[-8.60445,41.144949],[-8.603469,41.145498],[-8.603127,41.145525],[-8.601345,41.145714],[-8.600319,41.146092],[-8.600391,41.147046],[-8.599176,41.14791],[-8.598753,41.148216],[-8.598375,41.148675],[-8.598438,41.149764],[-8.59761,41.151168],[-8.597106,41.152086],[-8.597169,41.152059],[-8.597187,41.15205],[-8.597169,41.15205],[-8.597151,41.15205]]"
47093,1385049579620000653,B,1385049579,"[[-8.630622,41.154867],[-8.630622,41.15484],[-8.631387,41.154264],[-8.632386,41.152878],[-8.633412,41.151447],[-8.635554,41.151087],[-8.637975,41.151132],[-8.640162,41.15133],[-8.642421,41.151753],[-8.644464,41.153427],[-8.645931,41.156577],[-8.648496,41.15988],[-8.648676,41.163516],[-8.644779,41.165613],[-8.64081,41.168097],[-8.63694,41.170716],[-8.63289,41.171769],[-8.628642,41.17266],[-8.623728,41.173254],[-8.618661,41.173749],[-8.614044,41.174379],[-8.609364,41.173974],[-8.605269,41.171724],[-8.600346,41.171157],[-8.595612,41.171832],[-8.591661,41.169798],[-8.588142,41.167665],[-8.584263,41.166486],[-8.58159,41.16375],[-8.581878,41.16051],[-8.583111,41.157504],[-8.58285,41.154399],[-8.582409,41.152689],[-8.582238,41.151564],[-8.583219,41.15088],[-8.583732,41.150259],[-8.583948,41.14953],[-8.584245,41.148585],[-8.584515,41.147775],[-8.58492,41.147028],[-8.585001,41.146839],[-8.585082,41.146722],[-8.585361,41.146884],[-8.586504,41.147118],[-8.586855,41.147523],[-8.586261,41.14782],[-8.586216,41.14791],[-8.586162,41.148054],[-8.585946,41.148801],[-8.585829,41.148783],[-8.585739,41.148783],[-8.585649,41.148828],[-8.585676,41.148801],[-8.585694,41.148783],[-8.585739,41.148801],[-8.585748,41.148801],[-8.585739,41.148801]]"
47242,1381396603620000112,A,1381396603,"[[-8.630874,41.182524],[-8.631378,41.183622],[-8.631702,41.184927],[-8.632008,41.186088],[-8.632134,41.186916],[-8.632233,41.186925],[-8.632215,41.186988],[-8.632197,41.187024],[-8.632161,41.186898],[-8.631927,41.185782],[-8.631558,41.184171],[-8.631531,41.184081],[-8.63136,41.183478],[-8.630694,41.181894],[-8.630127,41.180607],[-8.629749,41.179779],[-8.629713,41.179734],[-8.629677,41.179725],[-8.629659,41.179743],[-8.629641,41.179689],[-8.629632,41.179689],[-8.629308,41.178897],[-8.628624,41.177322],[-8.628174,41.17644],[-8.627787,41.175639],[-8.627409,41.174514],[-8.626914,41.173722],[-8.626428,41.172588],[-8.626059,41.171049],[-8.625861,41.170221],[-8.625618,41.169132],[-8.625366,41.167881],[-8.625276,41.167665],[-8.62524,41.167566],[-8.625114,41.166603],[-8.624952,41.165532],[-8.624862,41.164236],[-8.624844,41.164128],[-8.624826,41.163741],[-8.624241,41.163336],[-8.622387,41.16294],[-8.620713,41.162751],[-8.619264,41.162616],[-8.618112,41.162544],[-8.618067,41.162562],[-8.618067,41.162607],[-8.612082,41.161779]]"
47272,1399993236620000077,B,1399993236,"[[-8.599176,41.149044],[-8.598465,41.148315],[-8.597835,41.147523],[-8.597637,41.146767],[-8.597556,41.146587],[-8.597574,41.146587],[-8.597556,41.146596],[-8.597529,41.146488],[-8.597448,41.146137],[-8.597466,41.146119],[-8.597484,41.146119],[-8.597817,41.145939],[-8.598168,41.145921],[-8.600238,41.145831],[-8.601372,41.145732],[-8.602344,41.14566],[-8.602893,41.145579],[-8.602911,41.145579],[-8.603667,41.145453],[-8.604036,41.145435],[-8.604333,41.145282],[-8.604747,41.14422],[-8.60454,41.143905],[-8.602668,41.143275],[-8.601777,41.141439],[-8.601228,41.138721],[-8.60157,41.137308],[-8.6031,41.137551],[-8.604198,41.13792],[-8.604504,41.136165],[-8.604252,41.134347],[-8.603199,41.134482],[-8.601354,41.135607],[-8.600193,41.136516],[-8.600193,41.136534],[-8.600202,41.136534],[-8.600211,41.136534],[-8.600229,41.136534],[-8.600553,41.136318]]"
47331,1383321671620000327,B,1383321671,"[[-8.628804,41.161032],[-8.628831,41.161014],[-8.628453,41.160663],[-8.628867,41.159331],[-8.628975,41.158953],[-8.629335,41.158836],[-8.630055,41.158467],[-8.630208,41.157765],[-8.629011,41.157081],[-8.627877,41.156109],[-8.626968,41.154795],[-8.626923,41.154723],[-8.626914,41.154768],[-8.626815,41.154417],[-8.626284,41.15295],[-8.626275,41.152878],[-8.626293,41.152878],[-8.626158,41.152455],[-8.625906,41.150745],[-8.625465,41.149008],[-8.625564,41.148702],[-8.626707,41.148792],[-8.627796,41.149719],[-8.627922,41.150457],[-8.628507,41.151033],[-8.628957,41.151159],[-8.628948,41.151114],[-8.628966,41.151096],[-8.628975,41.151105],[-8.6292,41.151159],[-8.630082,41.150133],[-8.631324,41.148666],[-8.632512,41.147388],[-8.632494,41.147388],[-8.632485,41.147379],[-8.632494,41.147343],[-8.632566,41.147325],[-8.632278,41.146587],[-8.630559,41.145462],[-8.62821,41.144652],[-8.625321,41.144769],[-8.6229,41.144049],[-8.621415,41.143473],[-8.621136,41.143347],[-8.619516,41.142069],[-8.618472,41.141394],[-8.617914,41.141142],[-8.616924,41.140701],[-8.616276,41.140485],[-8.616024,41.140485],[-8.616015,41.140485]]"
47392,1400635070620000184,B,1400635070,"[[-8.610066,41.149161],[-8.610363,41.148999],[-8.610606,41.149044],[-8.6103,41.150196],[-8.610147,41.150592],[-8.610147,41.150601],[-8.610138,41.150619],[-8.609994,41.150817],[-8.609967,41.151933],[-8.609922,41.15403],[-8.609247,41.156136],[-8.608635,41.15853],[-8.607582,41.160834],[-8.606214,41.163813],[-8.606052,41.164542],[-8.605323,41.165415],[-8.602641,41.165514],[-8.601642,41.166216],[-8.60121,41.167071],[-8.598474,41.167035],[-8.597421,41.166405],[-8.596593,41.166432],[-8.593749,41.167296],[-8.591661,41.168295]]"
47506,1380113080620000173,A,1380113080,"[[-8.65206,41.157243],[-8.65215,41.157378],[-8.652501,41.157297],[-8.652573,41.156541],[-8.654031,41.15565],[-8.655831,41.155182],[-8.655048,41.153337],[-8.654139,41.152041],[-8.651538,41.15223],[-8.651268,41.15268],[-8.650476,41.153517],[-8.650017,41.153769],[-8.64774,41.15412],[-8.645058,41.15439],[-8.64279,41.154255],[-8.642736,41.154111],[-8.642538,41.154057],[-8.640531,41.153427],[-8.638173,41.152878],[-8.637723,41.152725],[-8.637084,41.152635],[-8.635284,41.152212],[-8.633862,41.152401],[-8.633133,41.152563],[-8.632944,41.152635],[-8.632926,41.152635],[-8.632935,41.152626],[-8.63271,41.152662],[-8.632269,41.152617],[-8.631252,41.152563],[-8.629308,41.152419],[-8.627166,41.152176],[-8.626671,41.15214],[-8.626653,41.152158],[-8.626653,41.152167],[-8.626644,41.152167],[-8.625393,41.15259],[-8.623647,41.152905],[-8.621784,41.152743],[-8.620929,41.153148],[-8.621064,41.154525],[-8.62092,41.155218],[-8.62002,41.155398],[-8.619732,41.15529],[-8.618265,41.154975],[-8.615439,41.154498],[-8.613864,41.15421],[-8.613864,41.154219],[-8.613837,41.154237],[-8.613387,41.154003],[-8.613387,41.154021],[-8.612928,41.153652],[-8.611281,41.153544],[-8.609427,41.153526],[-8.607951,41.153454],[-8.607744,41.153472],[-8.606151,41.152986],[-8.606835,41.152077],[-8.607375,41.150907],[-8.607663,41.150745],[-8.6076,41.150682],[-8.607528,41.150673]]"
47511,1386072405620000161,C,1386072405,"[[-8.614467,41.1741],[-8.613099,41.173695],[-8.613054,41.17338],[-8.612748,41.172507],[-8.612721,41.172147],[-8.612631,41.171094],[-8.611128,41.171427],[-8.611002,41.172552],[-8.611119,41.172696],[-8.612253,41.172768],[-8.612595,41.172795],[-8.612622,41.172822],[-8.61264,41.172831],[-8.612811,41.172705],[-8.612856,41.171427],[-8.612928,41.169834],[-8.612352,41.168412],[-8.612109,41.167854],[-8.611911,41.167422],[-8.611695,41.166783],[-8.611443,41.166198],[-8.611056,41.165262],[-8.610957,41.164983],[-8.610975,41.16492],[-8.611047,41.163903],[-8.611083,41.163237],[-8.611047,41.163219],[-8.611182,41.162679],[-8.611308,41.161896],[-8.611344,41.161869],[-8.611353,41.161887],[-8.611389,41.161851],[-8.610525,41.161572],[-8.609868,41.16141],[-8.609877,41.161428],[-8.609751,41.161392],[-8.609958,41.160573],[-8.609922,41.160546],[-8.609922,41.160366],[-8.609913,41.158638],[-8.610012,41.157324],[-8.609958,41.157324],[-8.609985,41.157018],[-8.610048,41.155353],[-8.610066,41.153976],[-8.610048,41.153859],[-8.610039,41.153472],[-8.610435,41.153661],[-8.610399,41.153661],[-8.610381,41.153688],[-8.610354,41.153634],[-8.610489,41.153418],[-8.610489,41.153427],[-8.610453,41.153463],[-8.610336,41.153526],[-8.610318,41.153526],[-8.610372,41.153472],[-8.610372,41.153436],[-8.610363,41.153418],[-8.610363,41.153409],[-8.610354,41.153445],[-8.610345,41.153454],[-8.610417,41.153409],[-8.610426,41.153391],[-8.610372,41.153409],[-8.610354,41.153436],[-8.610552,41.153409],[-8.610516,41.153463],[-8.610462,41.153445],[-8.610435,41.153382],[-8.610291,41.153445],[-8.610255,41.153436],[-8.6103,41.153337],[-8.6103,41.153328],[-8.610282,41.153382],[-8.610309,41.153355],[-8.610309,41.153355],[-8.610237,41.153382],[-8.610264,41.153418],[-8.610255,41.153463],[-8.610273,41.153427],[-8.610291,41.153418],[-8.610309,41.1534],[-8.610246,41.153445],[-8.610228,41.153427],[-8.610192,41.153418],[-8.610156,41.153436],[-8.610192,41.153346],[-8.610219,41.153391],[-8.610264,41.153319],[-8.610408,41.15322],[-8.610417,41.153274],[-8.610372,41.153328],[-8.61039,41.153337],[-8.61048,41.153301],[-8.610444,41.153337],[-8.610372,41.153454],[-8.610363,41.15349],[-8.610318,41.153535],[-8.610273,41.153562],[-8.610264,41.153517],[-8.610219,41.153535],[-8.610255,41.153526],[-8.611326,41.153571],[-8.6121,41.154237],[-8.613108,41.155137],[-8.614332,41.155452],[-8.615088,41.155578],[-8.616474,41.155785],[-8.617392,41.15592],[-8.617752,41.156001],[-8.619345,41.156253],[-8.620902,41.156496],[-8.621451,41.156046],[-8.621109,41.155668],[-8.621091,41.155677],[-8.62092,41.155173],[-8.6211,41.15367],[-8.620659,41.152581],[-8.619048,41.152374],[-8.618679,41.152284]]"
